# Converted from POSCAR to lammps format

793 atoms
5 atom types

0.000000  14.142135000000   xlo xhi
0.000000  14.142135000000   ylo yhi
0.000000  60.000000000000   zlo zhi

0.000000000000  0.000000000000  0.000000000000   xy xz yz

Atoms

   1  1     10.129593862232 2.535198177878 51.921025042410
   2  1     13.879793844302 2.179265481488 51.671164616762
   3  1     10.669992636200 12.058045898442 3.900597087594
   4  1     4.310163653520 9.647752226246 21.903258415219
   5  1     7.907389648407 11.891878284700 45.520085235512
   6  1     7.437602775660 2.317624628603 30.227095141255
   7  1     10.505991070534 10.017187701970 2.567547925471
   8  1     0.622633193746 7.244730479715 0.510484119748
   9  1     4.540469571238 9.629416283772 51.496579571448
  10  1     0.933241168411 0.414275114032 33.253113588162
  11  1     5.240035005721 5.980548658401 41.053288106780
  12  1     8.745516812637 12.966346269169 53.848290610150
  13  1     11.199224663523 10.343938769339 28.989347188476
  14  1     9.850538395434 12.364756140256 51.176560095833
  15  1     1.850542099985 9.265933391708 59.429821129545
  16  1     13.612977864675 12.246111851918 8.462420878442
  17  1     2.383328110953 9.317179412162 33.346378851693
  18  1     10.182385721127 4.187663575129 53.967101571822
  19  1     14.139017785401 5.745650252857 5.424325757038
  20  1     6.776673606891 9.528663701666 54.181936391392
  21  1     12.765473539928 2.414427837854 28.837656049680
  22  1     3.079402094465 11.892952799760 9.275416400247
  23  1     9.574726456703 11.424896721213 2.828068557116
  24  1     12.658570542911 10.211470279464 31.305205609516
  25  1     13.266789936897 4.661534576937 12.441952111472
  26  1     3.418871027229 7.498490489915 22.501968992478
  27  1     5.753044026387 13.598338623459 23.439326388058
  28  1     1.129290435472 0.660024411837 54.491835980204
  29  1     10.928514193268 2.217344971063 33.110828483257
  30  1     13.622989882728 3.953515699035 42.824611430888
  31  1     11.286138057904 12.489267156337 26.930720764416
  32  1     4.487524832710 4.618983597415 49.519085250442
  33  1     6.732438765780 0.986028665283 32.131563333087
  34  1     8.970970100821 3.009696644026 12.105291143718
  35  1     1.849236252031 13.451837407365 7.605350382542
  36  1     10.272487725843 6.704194144018 28.757216989736
  37  1     7.044862430794 7.306123159791 17.300233985400
  38  1     0.154385710033 9.629695257147 5.732860668566
  39  1     0.130715391738 12.244625390150 23.202937678695
  40  1     13.635944343381 4.725782178725 30.164668005320
  41  1     10.330118592514 13.719315992964 55.823368644738
  42  1     2.288394916795 9.670112184523 53.641913604633
  43  1     1.199016911564 4.398725226873 55.864594682824
  44  1     13.862978881431 2.720792978101 30.902522298562
  45  1     12.131782884829 0.673596289325 8.850469097985
  46  1     9.297281273830 9.868718942799 52.283783966865
  47  1     14.124107051002 8.875122185075 44.915394339827
  48  1     0.498534661843 11.399936567017 57.551292880306
  49  1     1.849050066955 7.874762189203 54.197152711840
  50  1     8.372162846098 5.544814764293 25.185032454105
  51  1     8.062821249302 4.159995902488 29.423284599626
  52  1     13.535339053467 0.551084816320 3.255848454106
  53  1     13.617019796950 6.606651778130 33.942767266266
  54  1     9.816208610955 10.039729896353 19.703788353474
  55  1     11.866566736445 1.980082328322 25.504938343804
  56  1     3.306905340549 4.062558564797 40.918167267423
  57  1     1.558025374582 8.166809680859 29.052944669179
  58  1     6.063143390222 8.870937241164 22.756115904236
  59  1     12.179427993363 0.767462288906 38.421816206601
  60  1     6.704707466273 9.195779015069 29.046090689687
  61  1     0.955559261992 12.524775046523 3.845839422571
  62  1     5.115887784701 0.377225329206 10.681588493211
  63  1     6.252070100774 6.856710514957 39.504473956289
  64  1     9.517740570432 13.884239077516 36.431531460055
  65  1     10.067581354864 2.228773426409 10.900169579341
  66  1     8.244539133737 6.380070368622 44.446553190801
  67  1     8.277018624314 9.461192244278 20.544006450141
  68  1     0.781465286667 13.326888545300 29.807721304969
  69  1     5.978440355951 0.152565135559 47.890278992721
  70  1     0.734945324263 13.833896487659 50.801896261609
  71  1     12.313970260798 14.018644809821 41.622176160559
  72  1     6.052006471068 0.263997933195 1.562562619720
  73  1     12.666423386910 8.874033301308 21.926869342393
  74  1     8.360428422280 8.852771361862 35.255349066152
  75  1     11.473880753567 7.225148215255 24.342818064175
  76  1     8.589482660449 8.039394785487 37.504990855860
  77  1     8.555628512690 2.715256384057 1.100013136923
  78  1     3.865810889131 8.489519505923 31.924473858339
  79  1     8.901812174796 12.544216700586 19.407275756058
  80  1     10.351708936017 7.168671946327 56.780709797464
  81  1     8.905753300007 0.447716860150 0.435973740373
  82  1     1.493209231552 3.529836474355 5.346166360527
  83  1     14.054558078333 4.657413069802 59.815065055319
  84  1     12.012520051597 11.521561982463 13.486345227436
  85  1     4.911810412896 10.828630830484 58.869488954468
  86  1     2.308911442688 5.898424387568 38.513198757919
  87  1     4.711348299195 5.572454047076 6.525188220739
  88  1     9.134381019835 4.818462588384 13.792332093639
  89  1     1.346116663579 2.143347221798 20.659057930192
  90  1     7.869752945003 2.420039815512 41.194216862282
  91  1     7.558803349915 13.300307715718 22.177203876842
  92  1     10.335344404400 3.598432269483 42.486241321030
  93  1     9.774747525978 11.342449967077 6.967566289248
  94  1     9.298910764335 6.731003533412 1.816181539610
  95  1     1.594688038275 12.080064795730 0.887768522040
  96  1     2.447047939762 10.109542470552 51.451217054968
  97  1     10.663331182490 13.071189824866 40.619542667473
  98  1     4.210352969232 8.791551060430 7.649516414108
  99  1     0.730706312899 10.119371907796 53.585345598527
 100  1     13.900405179164 1.323864173137 59.714765157802
 101  1     7.653571071067 8.886952906831 1.029101191186
 102  1     5.654303627023 13.993536195746 7.331962272729
 103  1     7.786537844120 4.087750199888 53.577072702327
 104  1     8.638681634900 13.517425510331 25.838027207879
 105  1     3.873271564214 4.674074579244 16.255807031982
 106  1     0.428231526483 5.801081648536 57.075324323541
 107  1     7.376987557040 11.994840571513 37.584352767919
 108  1     3.848239543672 8.423996176164 24.513692699739
 109  1     10.442568143889 13.426603312399 43.630040833472
 110  1     7.661951822056 3.934541465976 42.456406941414
 111  1     10.074791029619 8.405928817614 4.722012442555
 112  1     1.478926368314 2.236806136196 33.315163599897
 113  1     13.186657394796 7.190034523621 2.980275221065
 114  1     5.688071331177 2.414517843480 6.642459907713
 115  1     4.426215999828 9.238034940450 46.832050417722
 116  1     8.148596460261 12.025646894615 29.986815904628
 117  1     0.008264437653 1.045949063475 38.346967635827
 118  1     9.570155408112 6.237320073053 42.953470129797
 119  1     6.248266853717 3.358568665624 34.109561675733
 120  1     10.247445952626 6.701441433953 45.245744880769
 121  1     12.490334524230 3.923988129161 44.969338590855
 122  1     13.870502235621 10.672541411267 9.466804117356
 123  1     11.754728818972 5.321706675641 51.958218216718
 124  1     4.837926241070 7.020850813871 35.835066957922
 125  1     7.274061805178 3.071515460859 59.838789656389
 126  1     1.866563745522 7.031448680035 20.877685878406
 127  1     12.280604618851 2.752954652986 39.860960602014
 128  1     10.925064533494 13.888088266960 50.537360600112
 129  1     4.817018048499 0.921468866369 54.355443633282
 130  1     9.463510075464 4.163146024204 25.223466376786
 131  1     13.629912825476 12.957494582228 57.081154890557
 132  1     5.398024897171 3.418042022992 0.428180541826
 133  1     3.076343960001 4.367782747121 51.236812994253
 134  1     12.001230179633 6.656851888199 15.453450907986
 135  1     12.597655134205 13.652594622119 44.095062492037
 136  1     8.390825651329 10.971681358664 43.645044127082
 137  1     3.342485569754 3.587645548821 27.939145548396
 138  1     1.349566015876 12.779536578191 9.844445348661
 139  1     8.482583802541 0.174943041164 14.834191718427
 140  1     2.538012265936 1.837270666185 27.109953675185
 141  1     3.015571572779 9.152896537548 44.513353172470
 142  1     12.659395225571 6.214235148283 37.217368555350
 143  1     10.498353538614 6.918509693131 15.803080343352
 144  1     2.040738729561 3.749676427711 19.100983570239
 145  1     8.948340459696 12.277125193323 31.435654880444
 146  1     1.561763443185 12.941944546586 47.356643250719
 147  1     7.893248134835 4.939331947423 38.382940838459
 148  1     7.462648471688 2.316694361475 14.126592064855
 149  1     6.152364675007 5.630180819829 10.092346817632
 150  1     9.443269572711 10.013609427713 11.122936038035
 151  1     5.892712689571 10.740301481761 26.062788224424
 152  1     7.063082919740 4.416451308470 8.338491227751
 153  1     6.272297292221 13.107516919208 4.890849662353
 154  1     2.310108638276 2.755044243593 15.569978067341
 155  1     13.902119623254 1.290093702882 18.371056819038
 156  1     4.638850889356 2.301508146340 51.318975405129
 157  1     0.958808525876 11.655821293495 25.651992659944
 158  1     1.734040911993 7.493062506486 56.727205071939
 159  1     5.408684190572 0.304449424126 45.204412861615
 160  1     7.322404851984 0.021034369317 43.662417406629
 161  1     1.674988254246 0.748712658578 35.200384281318
 162  1     9.458602091091 7.810592129520 41.435000112153
 163  1     2.445974171934 7.250687217304 5.763882363623
 164  1     9.831429608607 11.745624830739 14.099943266205
 165  1     14.081253468791 2.106899159164 36.390956893421
 166  1     6.077660010942 7.540956232330 0.562625414446
 167  1     2.302951449048 8.755643877307 1.281785520013
 168  1     13.712694453166 3.869383810663 3.399910012965
 169  1     3.470308696606 0.195905270728 2.681129006349
 170  1     12.053993675854 1.397801591367 51.333727147098
 171  1     6.593201912847 0.669844416856 10.283238360458
 172  1     11.335986384664 0.335585054607 48.291971334771
 173  1     5.437746217747 1.075171402156 42.351407020104
 174  1     2.868027656417 3.386074128818 45.270615320432
 175  1     11.317951974966 13.357110173724 19.798945791084
 176  1     11.102616381168 2.468627488378 49.142685063105
 177  1     0.794694140741 5.763071307910 38.784771448295
 178  1     5.805674163775 4.648090965165 56.931927377098
 179  1     8.980707261040 5.819259802109 11.346747633423
 180  1     5.027613510040 10.755495674679 20.786540808717
 181  1     10.463066164177 9.701842765321 48.611270189768
 182  1     2.765222589234 9.805447349934 38.596639195166
 183  1     11.656617195032 10.187901619326 5.003986531685
 184  1     12.441210489141 0.733912145360 56.536720832334
 185  1     5.292119530096 13.382546201658 20.352187297987
 186  1     13.525445912055 10.741453522230 11.187600864972
 187  1     3.692357559174 2.919478441333 17.254018618101
 188  1     10.789455869553 6.452616410581 7.034623981922
 189  1     6.321075043025 6.228492628275 44.286491195951
 190  1     0.219142707537 2.551596106523 58.841053138749
 191  1     0.631550265244 13.935857655220 44.877937583489
 192  1     4.261160747259 3.287324015567 41.926923873401
 193  1     0.754028962282 6.259215177589 3.757675895416
 194  1     2.692636464919 4.511633169974 11.219617538854
 195  1     10.642353528578 12.051475322864 49.921070835026
 196  1     9.218053113136 1.449941834494 31.780240681154
 197  1     8.574591926081 10.665485920031 32.603442759440
 198  1     10.670886072672 5.249879190327 3.206712114756
 199  1     4.994397376270 2.421367375621 13.370580671523
 200  1     6.257882656674 13.479273383274 53.427705213788
 201  1     7.980732381516 0.818900666980 16.493717088036
 202  1     11.538383648034 2.146722240098 17.397206170275
 203  1     5.911978497922 7.995482664757 58.410039285061
 204  1     1.728568713806 11.045725148791 58.940598092394
 205  1     7.600477288225 12.211569146615 20.079214818549
 206  1     0.204716604871 9.121315659582 39.759036004620
 207  1     13.733921885012 1.421141747530 42.317308056613
 208  1     2.793788734299 4.026979645517 56.562168604616
 209  1     10.663360914043 2.728332719335 28.317527915179
 210  1     3.039695147896 3.746889416717 1.126661171472
 211  1     8.712079795598 13.452319858395 39.646987323165
 212  1     3.509560437679 1.068370708777 14.658176603799
 213  1     6.096770595324 6.681446186672 6.234057921249
 214  1     3.005623497653 1.327664550314 22.777606056162
 215  1     8.527694182981 1.895406807145 3.291864570782
 216  1     0.987527236079 2.111403721240 11.532707639170
 217  1     3.373623036197 13.257843744570 43.465504000497
 218  1     4.836371037991 12.549676787599 43.207372850589
 219  1     7.549530515605 4.259157479292 11.312309125125
 220  1     4.220376900542 14.079252124948 58.125068238422
 221  1     4.499577496853 2.560281956897 15.344810479341
 222  1     8.176883192990 3.499250327224 23.820389275934
 223  1     4.778174303389 2.771688940735 24.162234790673
 224  1     13.505242114106 12.509939846330 42.992043210356
 225  1     5.083445641968 12.140673280546 0.437740036258
 226  1     0.259476471065 14.066024382031 25.901651372832
 227  1     0.087203294963 0.806607147834 15.077121968806
 228  1     2.795449624984 12.638498227141 34.925449494549
 229  1     12.772139740868 4.071379411945 5.089818117805
 230  1     7.699798000009 10.703836769664 8.546892239995
 231  1     5.681239909733 5.520283944373 37.743816199757
 232  1     12.138903637144 13.625128758815 4.783496370266
 233  1     8.680125166903 3.198276203105 30.821776979205
 234  1     2.395744847444 12.213902578605 13.358741357356
 235  1     11.419387268693 8.054536337574 36.912445454716
 236  1     3.963956459571 1.808344023692 19.885807284259
 237  1     2.724880477499 0.081501731860 13.578973960558
 238  1     4.296785664306 3.975841179061 45.263340901449
 239  1     10.865829100264 0.701879836685 31.254945043926
 240  1     7.175001448738 0.627414198540 53.822684497641
 241  1     13.251197447091 9.644178462312 7.004231791293
 242  1     11.321610976163 1.836897620028 40.755109866298
 243  1     0.520480808154 11.939123235890 41.740616909684
 244  1     8.953674820863 12.436817951901 27.171223173766
 245  1     11.343965945500 3.327767434863 13.705842210625
 246  1     5.681887244695 11.710029639953 57.712537520446
 247  1     10.272708158025 2.899878018410 54.736706473941
 248  1     3.383874495982 12.763319837181 30.934492829357
 249  1     8.315659849724 12.219372737290 32.801052577032
 250  1     11.864802799834 12.996535754077 31.205303893894
 251  1     12.934305511137 11.401042909275 27.236889643100
 252  1     10.914846588112 5.735750063283 20.216154038788
 253  1     8.368612275133 8.097614338940 13.928637534454
 254  1     7.516824949920 14.047183009819 18.354984016300
 255  1     9.009995581196 1.956906560010 47.508783660082
 256  1     3.750210842458 7.314202290387 4.905713758043
 257  1     4.983208285423 2.909411031580 21.556202214895
 258  1     0.247988711173 10.517251225750 26.570896247941
 259  1     6.053933155772 12.753607862125 3.202164901790
 260  1     6.866996801302 11.308624045506 14.178972298313
 261  1     3.152482452141 5.874132207106 46.215739142530
 262  1     10.755865369309 14.049371895977 25.320152959939
 263  1     2.971973219427 10.590076259549 20.881750114169
 264  1     13.468639293493 12.287529051912 20.619479105604
 265  2     6.163659842321 2.756719459624 40.299329942989
 266  2     5.274216092925 5.780274453989 17.513983723585
 267  2     2.930367198333 0.826010595106 41.931132319507
 268  2     0.631176857476 1.438463880628 1.483915985153
 269  2     0.235957949313 3.285694284155 44.837731889716
 270  2     5.034711321792 7.031328439324 48.112629839849
 271  2     7.441740678841 3.372461078035 45.199264883589
 272  2     1.323019050468 6.245304159980 53.246648936421
 273  2     4.240843368888 4.272534533403 22.556030927189
 274  2     0.094975516796 9.031509061421 34.269318209423
 275  2     6.292207023759 5.374034328312 26.114519255478
 276  2     1.400158541953 9.260999845146 2.583997827336
 277  2     8.399617104941 10.384987197315 26.814741436714
 278  2     3.953706710639 7.352248810640 13.092161855842
 279  2     6.961784041012 7.416300227188 46.460903864355
 280  2     12.051488423927 3.093243861916 54.107636328668
 281  2     1.280776295839 13.293330579847 42.883335549703
 282  2     2.943302716474 13.863906396084 21.528789260187
 283  2     0.292818894335 5.067152126608 47.454302579126
 284  2     6.985179373662 7.865326353030 19.935264199172
 285  2     13.164160135694 10.000558386958 37.317002513718
 286  2     11.445564067343 12.409085253613 18.259808683711
 287  2     4.143856621550 2.176149599913 27.936875504229
 288  2     14.063953240660 12.573124505853 40.338223816295
 289  2     9.346439736057 11.283095759649 34.095051063422
 290  2     5.276799999369 1.954766438827 55.849600064520
 291  2     1.276614002495 6.240959570919 29.142119350139
 292  2     13.254465703556 9.986789953065 59.923111742062
 293  2     9.812228061330 4.427659258568 17.440429543387
 294  2     6.819518255440 10.948660435986 4.060751931649
 295  2     0.383471715947 1.871908522148 53.117623861794
 296  2     12.527298240453 2.082506249306 32.812873162638
 297  2     3.060795387631 12.820338297550 32.778258025184
 298  2     1.529415528083 4.632162141536 14.156766125065
 299  2     9.388479397664 2.118322366036 23.031440134988
 300  2     4.027807044430 5.138163674557 20.001816632529
 301  2     6.255657677110 10.803372840280 53.138332800850
 302  2     9.648549122858 12.540196183783 17.358483322619
 303  2     13.894328361941 1.659910382001 45.207958028215
 304  2     7.501903687541 12.377946089115 0.932286367022
 305  2     2.822849380410 9.647275084883 46.064365696000
 306  2     4.377759330112 7.162035237811 38.819673839016
 307  2     10.255006769317 12.568862557395 7.887787146594
 308  2     6.320719812895 11.436519920258 11.419705359872
 309  2     1.962961415763 11.691096836171 28.629843364027
 310  2     8.123391548432 2.464501676036 33.153570624291
 311  2     11.379241586239 3.416270228969 6.184989198354
 312  2     9.711363688253 13.219874686213 34.355043606085
 313  2     5.175960828881 10.860235130722 8.307724203851
 314  2     2.616156338796 6.576820976495 54.716917333470
 315  2     1.135871324377 2.558908106169 26.057491642622
 316  2     8.214827735867 3.588389641442 39.430031266924
 317  2     2.355531723288 1.266256209734 53.117526112317
 318  2     6.512162540016 4.584261863850 15.135368988723
 319  2     6.851741059499 5.737390855095 2.165161288600
 320  2     2.040582725160 9.817852855059 35.954857953627
 321  2     4.565916686686 0.608467653180 5.068419391966
 322  2     13.861460313289 7.487407136524 47.414105629438
 323  2     4.226194390208 9.050147915799 58.964790698903
 324  2     5.841056651390 8.330771495746 45.247401398669
 325  2     5.562802935626 12.794127906311 41.553819242208
 326  2     1.415636358831 4.906175924956 10.153594277182
 327  2     0.774586281834 0.813836303770 6.396876585837
 328  2     9.734769252622 11.004892467677 39.435636105379
 329  2     12.540502424698 10.506571220201 21.835644941983
 330  2     1.012563563760 11.561305110794 5.283220503276
 331  2     0.083476516126 5.952008246041 31.523079887798
 332  2     1.433227645063 13.511317998954 20.953787851324
 333  2     7.049957015584 1.379628346030 57.875292498588
 334  2     5.776353287277 10.413332555356 15.713799684046
 335  2     1.853537735722 4.432134485782 36.450873887451
 336  2     13.041722668815 9.492460422165 10.376142802840
 337  2     10.838350553458 7.237559124248 38.992888307513
 338  2     13.490902332072 3.286745448450 37.290467935788
 339  2     11.586614383164 7.563819641804 10.023431952628
 340  2     6.823377842757 9.417507931821 24.337250188692
 341  2     4.242558519124 4.366170799649 52.700130101894
 342  2     8.246525938297 9.492187797679 56.965314695393
 343  2     10.514118199113 8.688316318806 43.483978651657
 344  2     13.366057950505 7.730297308197 13.786189468427
 345  2     4.621128569426 12.475214734639 47.052971137308
 346  2     11.132755785127 6.848687037762 54.342132171268
 347  2     6.775303899490 11.492759519318 50.598987870405
 348  2     10.840122322159 5.638683974131 31.747520248543
 349  2     8.679354599239 9.570147919441 18.462464242384
 350  2     10.137302927143 5.051968976865 0.623813730885
 351  2     12.523437370098 5.688657010381 7.460563300849
 352  2     3.531884085219 3.373567507012 6.907608949665
 353  2     3.622816235884 9.194750972420 56.562511966536
 354  2     6.916769973145 4.421587232799 19.253154306653
 355  2     8.128260981206 0.390296922583 40.743079367700
 356  2     4.647057207354 4.085913336051 38.261342568843
 357  2     8.041889032171 9.875285613773 45.500567724169
 358  2     4.099356289856 11.351961618614 21.898472023002
 359  2     10.930073216181 2.611954129616 24.508464948471
 360  2     7.656850216904 2.858454088745 19.656678195689
 361  2     11.115982350059 9.295612283630 35.558783116958
 362  2     3.577619879159 2.418244918300 42.958279952144
 363  2     5.462736217469 1.599709012510 0.700269265587
 364  2     0.990514035561 1.115087557692 55.924880371846
 365  2     13.026166598223 0.414643575427 35.482492324975
 366  2     9.261714676207 4.474825956220 33.991590363011
 367  2     9.534301171211 7.017707920626 58.726347373787
 368  2     12.569091423291 8.538384270939 33.895910265155
 369  2     0.906486012092 2.812404242999 55.119762698896
 370  2     7.477982422860 6.640503482841 29.964040288752
 371  2     1.132860843337 10.696914036206 11.594263609866
 372  2     13.938460346266 13.497021640022 15.376980149413
 373  2     0.710243096871 8.281111710433 50.641705477084
 374  2     0.961355398789 1.145058671918 27.082173956727
 375  2     0.331166808807 13.848687124865 12.681756985374
 376  2     12.794384547936 9.664068978407 55.542025710382
 377  2     10.979378050732 3.927862309778 45.151795355215
 378  2     8.948263375009 4.084623586063 59.061278435355
 379  2     11.478119182058 2.424943420521 42.527841302311
 380  2     5.232324016321 13.656435386565 25.179977788696
 381  2     13.964893462398 9.327589300257 8.799411607584
 382  2     1.859999480007 1.014596579340 30.121365644299
 383  2     12.158549749195 3.143488837689 57.576201130531
 384  2     9.100705973707 5.225060016020 26.782516800651
 385  2     13.178174438104 9.956636341200 24.012508847061
 386  2     11.692389721201 9.689615366780 38.561476815623
 387  2     4.077873380317 9.840499169786 3.133429510412
 388  2     5.648065225219 4.927140882067 22.023549774294
 389  2     6.445361807691 1.101268943678 28.549672244736
 390  2     8.073396335413 13.266149972552 57.499198882469
 391  2     2.836821099505 1.574349386091 24.738118154983
 392  2     10.169055765796 12.922741592082 0.188630064233
 393  2     7.445716331373 9.257597445424 31.194375349614
 394  2     11.772293437107 1.488231516603 21.994011440072
 395  2     2.202155343328 3.294667390283 35.008845242776
 396  2     9.534641566350 13.713063167838 58.171999020063
 397  2     6.397171794320 0.841360853680 33.676795735282
 398  2     4.818010369297 7.860905406507 21.489764051216
 399  2     13.963327847496 13.278970209009 7.376365902509
 400  2     11.214664396774 9.178475495882 41.652983958062
