CF 10 1 0 -748.51734606 101
CF 10 1 1 -745.43699719 101
CF 10 1 2 -745.05928008 101
CF 10 1 3 -747.17949105 101
CF 10 1 4 -748.90965721 101
CF 10 2 0 -765.91621896 103
CF 10 2 1 -761.52930370 103
CF 10 2 2 -761.27855497 103
CF 10 2 3 -761.17787705 103
CF 10 2 4 -761.16128761 103
CF 10 3 0 -775.07887287 105
CF 10 3 1 -770.84038767 105
CF 10 3 2 -770.68935792 105
CF 10 3 3 -771.33698985 105
CF 10 3 4 -771.18037800 105
CF 10 4 0 -785.96266680 107
CF 10 4 1 -783.50209779 107
CF 10 4 2 -785.04344740 107
CF 10 4 3 -756.55323717 104
CF 10 4 4 -755.98115420 104
CF 10 5 0 -772.32286998 106
CF 10 5 1 -768.57339894 106
CF 10 5 2 -769.19709532 106
CF 10 5 3 -758.19764334 104
CF 10 5 4 -757.09421626 104
CF 10 6 0 -772.41567969 106
CF 10 6 1 -768.25323464 106
CF 10 6 2 -768.49067007 106
CF 10 6 3 -769.21712710 106
CF 10 6 4 -769.20108882 106
CF 10 7 0 -782.14595306 108
CF 10 7 1 -778.22038428 108
CF 10 7 2 -780.26818806 108
CF 10 7 3 -765.74372923 105
CF 10 7 4 -766.85307354 105
CF 10 8 0 -779.28616302 107
CF 10 8 1 -774.18564214 107
CF 10 8 2 -774.38714458 107
CF 10 8 3 -776.58142579 107
CF 10 8 4 -775.18398365 107
CF 10 9 0 -789.68846468 109
CF 10 9 1 -785.39075242 109
CF 10 9 2 -786.47149906 109
CF 10 9 3 -787.97066954 109
CF 10 9 4 -785.38098657 109
CF 10 10 0 -801.11035974 111
CF 10 10 1 -799.18326312 111
CF 10 10 2 -800.23714586 111
CF 10 10 3 -785.64377929 109
CF 10 10 4 -783.51680250 109
CF 10 11 0 -800.43633844 111
CF 10 11 1 -795.42625257 111
CF 10 11 2 -795.74989222 111
CF 10 11 3 -782.68103154 109
CF 10 11 4 -783.23381547 109
CF 10 12 0 -798.65369040 111
CF 10 12 1 -792.71423386 111
CF 10 12 2 -792.79417589 111
CF 10 12 3 -793.73225603 111
CF 10 12 4 -797.47300742 111
CF 10 13 0 -811.52527520 113
CF 10 13 1 -805.61330180 113
CF 10 13 2 -806.29619672 113
CF 10 13 3 -792.74675917 111
CF 10 13 4 -793.93365920 111
CF 10 14 0 -808.40133021 113
CF 10 14 1 -803.83470653 113
CF 10 14 2 -809.27479884 113
CF 10 14 3 -810.67013180 113
CF 10 14 4 -807.89288516 113
CF 10 15 0 -822.17477332 115
CF 10 15 1 -822.96262091 115
CF 10 15 2 -821.65298678 115
CF 10 15 3 -820.79415828 115
CF 10 15 4 -808.20803761 113
CF 10 16 0 -821.40275100 114
CF 10 16 1 -815.89051963 114
CF 10 16 2 -808.31355610 113
CF 10 16 3 -782.86654361 109
CF 10 16 4 -782.50660511 109
CF 10 17 0 -799.29546575 111
CF 10 17 1 -794.28944374 111
CF 10 17 2 -795.77511403 111
CF 10 17 3 -795.17095144 111
CF 10 17 4 -795.85949708 111
CF 10 18 0 -812.97410365 113
CF 10 18 1 -810.98532410 113
CF 10 18 2 -805.42416015 113
CF 10 18 3 -808.99598917 113
CF 10 18 4 -811.27378943 113
CF 10 19 0 -826.14299878 115
