# key Si N C H F r(Si) r(N) r(C) r(H) r(F)
6.500000000000000000e+02 3.025331030512377595e+01 3.531951640759930910e+01 9.815774323546342828e+00 0.000000000000000000e+00 1.065054691997697134e+01 3.516226162596186033e-01 4.105051856808297206e-01 1.140849782535965223e-01 0.000000000000000000e+00 1.237872198059551676e-01
6.600000000000000000e+02 3.019871256647074986e+01 3.520850825636719605e+01 9.991603694374473932e+00 0.000000000000000000e+00 1.052336971732437654e+01 3.514657980456026287e-01 4.097719869706840656e-01 1.162866449511400641e-01 0.000000000000000000e+00 1.224755700325732832e-01
6.700000000000000000e+02 2.981162981162981040e+01 3.483483483483482956e+01 1.010101010101010033e+01 0.000000000000000000e+00 1.072891072891072817e+01 3.487703609070584299e-01 4.075375279463430145e-01 1.181731076333439739e-01 0.000000000000000000e+00 1.255190035132545401e-01
6.800000000000000000e+02 2.995533221663875523e+01 3.528754885538806008e+01 1.027359017308766198e+01 0.000000000000000000e+00 1.069235064209938812e+01 3.474740932642487179e-01 4.093264248704663322e-01 1.191709844559585424e-01 0.000000000000000000e+00 1.240284974093264214e-01
6.900000000000000000e+02 3.010303536619326437e+01 3.514341409078251388e+01 1.033138401559454245e+01 0.000000000000000000e+00 1.083263714842662395e+01 3.483725427006122977e-01 4.067031904608443549e-01 1.195617144698678663e-01 0.000000000000000000e+00 1.253625523686754673e-01
7.000000000000000000e+02 2.991869918699187281e+01 3.482384823848238398e+01 1.046070460704607008e+01 0.000000000000000000e+00 1.113821138211382156e+01 3.465160075329566935e-01 4.033270558694287411e-01 1.211550533584431905e-01 0.000000000000000000e+00 1.290018832391713610e-01
7.100000000000000000e+02 2.980392156862745168e+01 3.448366013071895253e+01 1.040522875816993498e+01 0.000000000000000000e+00 1.108496732026143761e+01 3.474550441938433210e-01 4.020115818348064529e-01 1.213044803413593359e-01 0.000000000000000000e+00 1.292288936299908486e-01
7.200000000000000000e+02 2.975823045267489420e+01 3.461934156378600846e+01 1.054526748971193406e+01 0.000000000000000000e+00 1.116255144032921720e+01 3.456827009262025685e-01 4.021511801613384951e-01 1.224977591873319394e-01 0.000000000000000000e+00 1.296683597251269693e-01
7.300000000000000000e+02 2.967171717171716949e+01 3.434343434343433898e+01 1.050505050505050519e+01 0.000000000000000000e+00 1.128787878787878718e+01 3.457916421424367392e-01 4.002354326074161195e-01 1.224249558563861029e-01 0.000000000000000000e+00 1.315479693937610384e-01
7.400000000000000000e+02 2.991452991452990773e+01 3.462833462833462050e+01 1.061901061901061638e+01 0.000000000000000000e+00 1.131831131831131643e+01 3.459119496855345699e-01 4.004192872117400270e-01 1.227912548667265680e-01 0.000000000000000000e+00 1.308775082359988073e-01
7.500000000000000000e+02 2.976102488297609838e+01 3.414634146341462895e+01 1.074156196107415617e+01 0.000000000000000000e+00 1.145602365114560151e+01 3.456366237482117465e-01 3.965665236051502118e-01 1.247496423462088749e-01 0.000000000000000000e+00 1.330472103004291806e-01
7.600000000000000000e+02 2.958801498127340679e+01 3.415730337078651502e+01 1.058676654182272081e+01 0.000000000000000000e+00 1.158551810237203306e+01 3.443766346992153671e-01 3.975588491717523820e-01 1.232199941877361177e-01 0.000000000000000000e+00 1.348445219412961471e-01
7.700000000000000000e+02 2.962962962962962976e+01 3.414814814814814525e+01 1.061728395061728314e+01 0.000000000000000000e+00 1.165432098765432123e+01 3.443328550932568399e-01 3.968436154949784855e-01 1.233859397417503556e-01 0.000000000000000000e+00 1.354375896700143467e-01
7.800000000000000000e+02 2.972549019607843235e+01 3.440522875816993320e+01 1.090196078431372584e+01 0.000000000000000000e+00 1.137254901960784359e+01 3.440242057488653304e-01 3.981845688350983403e-01 1.261724659606656695e-01 0.000000000000000000e+00 1.316187594553706597e-01
7.900000000000000000e+02 2.977777777777777146e+01 3.424836601307188744e+01 1.111111111111110894e+01 0.000000000000000000e+00 1.147712418300653425e+01 3.437971626924237745e-01 3.954120132810141630e-01 1.282825233926954411e-01 0.000000000000000000e+00 1.325083006338665936e-01
8.000000000000000000e+02 2.916974624291697182e+01 3.333333333333332860e+01 1.111111111111111072e+01 0.000000000000000000e+00 1.177629958117762854e+01 3.416041546451240585e-01 3.903635314483554497e-01 1.301211771494518166e-01 0.000000000000000000e+00 1.379111367570686753e-01
8.100000000000000000e+02 2.874396135265699925e+01 3.287439613526569815e+01 1.115942028985507051e+01 0.000000000000000000e+00 1.181159420289854900e+01 3.398058252427184622e-01 3.886350656767561529e-01 1.319246145059965736e-01 0.000000000000000000e+00 1.396344945745288391e-01
8.200000000000000000e+02 2.880833925610044943e+01 3.319118692253020697e+01 1.115849324804548637e+01 0.000000000000000000e+00 1.179815209665955855e+01 3.390964863357501247e-01 3.906860011154489887e-01 1.313441160066926849e-01 0.000000000000000000e+00 1.388733965421082017e-01
8.300000000000000000e+02 2.871690427698573700e+01 3.274496492419098814e+01 1.147318397827562464e+01 0.000000000000000000e+00 1.199366372482461784e+01 3.381294964028777050e-01 3.855582200905942059e-01 1.350919264588329449e-01 0.000000000000000000e+00 1.412203570476951719e-01
8.400000000000000000e+02 2.869449966865473911e+01 3.240556660039761994e+01 1.164126352993152302e+01 0.000000000000000000e+00 1.206096752816434758e+01 3.383693670226621264e-01 3.821307632195884429e-01 1.372753321177389851e-01 0.000000000000000000e+00 1.422245376400104178e-01
8.500000000000000000e+02 2.863079615048119209e+01 3.230533683289588964e+01 1.183289588801399894e+01 0.000000000000000000e+00 1.196412948381452424e+01 3.378936499741868604e-01 3.812596799173980644e-01 1.396489416623644675e-01 0.000000000000000000e+00 1.411977284460505799e-01
8.600000000000000000e+02 2.830431979368149342e+01 3.200085966043413066e+01 1.197077154523963038e+01 0.000000000000000000e+00 1.201375456694605681e+01 3.357980622131565562e-01 3.796532381438041948e-01 1.420193778684344654e-01 0.000000000000000000e+00 1.425293217746047836e-01
8.700000000000000000e+02 2.840236686390532483e+01 3.236905544597851758e+01 1.214113521805829343e+01 0.000000000000000000e+00 1.203155818540433941e+01 3.343653250773993557e-01 3.810629514963880249e-01 1.429308565531475783e-01 0.000000000000000000e+00 1.416408668730650133e-01
8.800000000000000000e+02 2.843464707192161711e+01 3.246492985971943313e+01 1.213538187486083153e+01 0.000000000000000000e+00 1.217991538632821147e+01 3.336817350405016924e-01 3.809772667886072717e-01 1.424091978050692486e-01 0.000000000000000000e+00 1.429318003658217873e-01
8.900000000000000000e+02 2.837066315327184540e+01 3.214756258234518782e+01 1.225296442687746890e+01 0.000000000000000000e+00 1.220904699165568630e+01 3.338501291989663944e-01 3.782945736434108475e-01 1.441860465116279189e-01 0.000000000000000000e+00 1.436692506459948393e-01
9.000000000000000000e+02 2.806782686300758911e+01 3.197233377956269962e+01 1.207050423917893944e+01 0.000000000000000000e+00 1.222668451584114457e+01 3.328042328042328246e-01 3.791005291005291045e-01 1.431216931216931221e-01 0.000000000000000000e+00 1.449735449735449766e-01
9.100000000000000000e+02 2.821372680527609944e+01 3.201430807064609496e+01 1.227364185110663897e+01 0.000000000000000000e+00 1.249720545495193313e+01 3.319305628616517345e-01 3.766438716465018155e-01 1.443976854287217226e-01 0.000000000000000000e+00 1.470278800631246718e-01
9.200000000000000000e+02 2.790549169859514578e+01 3.126862494678586302e+01 1.249467858663260778e+01 0.000000000000000000e+00 1.245210727969348596e+01 3.317307692307692180e-01 3.717105263157894912e-01 1.485323886639676183e-01 0.000000000000000000e+00 1.480263157894736725e-01
9.300000000000000000e+02 2.777777777777777501e+01 3.119983100971693801e+01 1.265314744402196823e+01 0.000000000000000000e+00 1.258977608787494695e+01 3.298219212440431369e-01 3.704539754201153778e-01 1.502382743917732577e-01 0.000000000000000000e+00 1.494858289440682275e-01
9.400000000000000000e+02 2.784212784212783376e+01 3.099528099528098579e+01 1.244101244101243786e+01 0.000000000000000000e+00 1.261261261261260991e+01 3.318844285349015766e-01 3.694707236001023021e-01 1.482996676041933026e-01 0.000000000000000000e+00 1.503451802608028742e-01
9.500000000000000000e+02 2.744336569579288110e+01 3.091693635382955563e+01 1.255663430420711890e+01 0.000000000000000000e+00 1.262135922330097060e+01 3.285123966942148921e-01 3.700929752066115519e-01 1.503099173553719137e-01 0.000000000000000000e+00 1.510847107438016423e-01
9.600000000000000000e+02 2.769984413270986323e+01 3.110665775996437077e+01 1.249164996659986571e+01 0.000000000000000000e+00 1.273658427967045093e+01 3.296237413884472445e-01 3.701642819289878150e-01 1.486486486486486569e-01 0.000000000000000000e+00 1.515633280339162559e-01
9.700000000000000000e+02 2.761210514689639339e+01 3.094764744864147588e+01 1.239231278992710195e+01 0.000000000000000000e+00 1.290037552462999493e+01 3.292939936775552967e-01 3.690727081138039933e-01 1.477871443624868275e-01 0.000000000000000000e+00 1.538461538461538547e-01
9.800000000000000000e+02 2.795248078266945413e+01 3.151642208245980825e+01 1.227579781038900109e+01 0.000000000000000000e+00 1.276496622408571646e+01 3.307607497243660322e-01 3.729327453142227133e-01 1.452590959206174204e-01 0.000000000000000000e+00 1.510474090407938341e-01
9.900000000000000000e+02 2.791666666666666785e+01 3.141203703703704164e+01 1.250000000000000178e+01 0.000000000000000000e+00 1.277777777777777857e+01 3.299589603283173966e-01 3.712722298221614037e-01 1.477428180574555383e-01 0.000000000000000000e+00 1.510259917920656614e-01
1.000000000000000000e+03 2.764227642276422614e+01 3.105239385727190538e+01 1.255645889792231173e+01 0.000000000000000000e+00 1.298554652213188731e+01 3.281501340482573803e-01 3.686327077747989511e-01 1.490616621983914258e-01 0.000000000000000000e+00 1.541554959785522705e-01
1.010000000000000000e+03 2.759336099585061675e+01 3.098201936376209531e+01 1.249423697556477286e+01 0.000000000000000000e+00 1.309359151682802924e+01 3.278553820870994118e-01 3.681183237469186631e-01 1.484524787729389339e-01 0.000000000000000000e+00 1.555738153930429912e-01
1.020000000000000000e+03 2.743199631166435992e+01 3.077455048409404981e+01 1.249423697556477642e+01 0.000000000000000000e+00 1.307053941908713668e+01 3.274628508530544879e-01 3.673637864611997705e-01 1.491469455145844891e-01 0.000000000000000000e+00 1.560264171711612524e-01
1.030000000000000000e+03 2.716553287981858844e+01 3.049886621315192059e+01 1.253968253968253777e+01 0.000000000000000000e+00 1.285714285714285410e+01 3.270543270543270764e-01 3.671853671853672063e-01 1.509691509691509781e-01 0.000000000000000000e+00 1.547911547911547947e-01
1.040000000000000000e+03 2.713019768234491735e+01 3.044762553965007612e+01 1.265621449670529231e+01 0.000000000000000000e+00 1.283799136559872522e+01 3.265864332603938824e-01 3.665207877461706953e-01 1.523522975929978152e-01 0.000000000000000000e+00 1.545404814004376348e-01
1.050000000000000000e+03 2.715798963263465993e+01 3.033581248591390178e+01 1.289159341897678424e+01 0.000000000000000000e+00 1.282398016677935360e+01 3.263813651137594807e-01 3.645720476706392210e-01 1.549295774647887203e-01 0.000000000000000000e+00 1.541170097508125780e-01
1.060000000000000000e+03 2.678843226788432119e+01 2.987606001304631320e+01 1.300282670145683817e+01 0.000000000000000000e+00 1.308980213089802014e+01 3.236994219653179239e-01 3.610089332632685499e-01 1.571203363110877660e-01 0.000000000000000000e+00 1.581713084603257879e-01
1.070000000000000000e+03 2.642069550466496963e+01 2.930449533502968507e+01 1.301950805767599562e+01 0.000000000000000000e+00 1.310432569974554617e+01 3.227979274611398885e-01 3.580310880829015718e-01 1.590673575129533668e-01 0.000000000000000000e+00 1.601036269430051728e-01
1.080000000000000000e+03 2.679107679107679019e+01 2.960102960102959813e+01 1.325611325611325420e+01 0.000000000000000000e+00 1.349206349206349032e+01 3.222394220846233059e-01 3.560371517027863808e-01 1.594427244582043435e-01 0.000000000000000000e+00 1.622807017543859698e-01
1.090000000000000000e+03 2.639157532774553516e+01 2.920696324951643419e+01 1.323877068557919401e+01 0.000000000000000000e+00 1.341070277240489794e+01 3.208779723020642738e-01 3.551084400313561651e-01 1.609615887117846755e-01 0.000000000000000000e+00 1.630519989547948856e-01
1.100000000000000000e+03 2.636461704422869445e+01 2.916936353829557760e+01 1.335490830636461723e+01 0.000000000000000000e+00 1.344120819848975223e+01 3.202306079664570260e-01 3.542976939203354436e-01 1.622117400419287314e-01 0.000000000000000000e+00 1.632599580712788268e-01
1.110000000000000000e+03 2.600382409177819909e+01 2.868068833652007044e+01 1.325685149776927751e+01 0.000000000000000000e+00 1.344805608667941144e+01 3.194988253719655558e-01 3.523884103367266873e-01 1.628817541111981237e-01 0.000000000000000000e+00 1.652310101801096331e-01
1.120000000000000000e+03 2.601834079761142959e+01 2.849221582426956800e+01 1.341437406696523738e+01 0.000000000000000000e+00 1.339304755811473591e+01 3.199580382900603093e-01 3.503802779963283709e-01 1.649619722003671518e-01 0.000000000000000000e+00 1.646997115132441680e-01
