CF 10 1 0 -730.32478389 101
CF 10 1 1 -727.65936856 101
CF 10 1 2 -729.11453640 101
CF 10 1 3 -732.83834254 101
CF 10 1 4 -733.73200859 101
CF 10 2 0 -759.75147954 103
CF 10 2 1 -754.24667851 103
CF 10 2 2 -753.67122170 103
CF 10 2 3 -755.47899392 103
CF 10 2 4 -756.52817902 103
CF 10 3 0 -770.87600890 105
CF 10 3 1 -765.94321467 105
CF 10 3 2 -763.87056437 105
CF 10 3 3 -766.25275301 105
CF 10 3 4 -765.23479707 105
CF 10 4 0 -779.41908976 107
CF 10 4 1 -774.03436392 107
CF 10 4 2 -771.90699998 107
CF 10 4 3 -772.80994315 107
CF 10 4 4 -773.70003744 107
CF 10 5 0 -791.38840986 109
CF 10 5 1 -787.13674391 109
CF 10 5 2 -790.94960602 109
CF 10 5 3 -789.06313248 109
CF 10 5 4 -791.70250518 109
CF 10 6 0 -806.93997516 111
CF 10 6 1 -801.91213391 111
CF 10 6 2 -801.66777728 111
CF 10 6 3 -802.79734731 111
CF 10 6 4 -785.06934391 109
CF 10 7 0 -802.45558289 111
CF 10 7 1 -798.27361628 111
CF 10 7 2 -797.03900976 111
CF 10 7 3 -797.38304331 111
CF 10 7 4 -796.31343021 111
CF 10 8 0 -812.22682122 113
CF 10 8 1 -807.34388237 113
CF 10 8 2 -806.70829241 113
CF 10 8 3 -804.84860643 113
CF 10 8 4 -804.59731797 113
CF 10 9 0 -819.52599639 115
CF 10 9 1 -819.77669498 115
CF 10 9 2 -805.93575405 113
CF 10 9 3 -807.30096658 113
CF 10 9 4 -807.46238539 113
CF 10 10 0 -820.82483830 115
CF 10 10 1 -819.22010049 115
CF 10 10 2 -819.20148867 115
CF 10 10 3 -820.44635624 115
CF 10 10 4 -819.04181929 115
CF 10 11 0 -837.87278042 117
CF 10 11 1 -831.88909633 117
CF 10 11 2 -832.22736711 117
CF 10 11 3 -831.03690612 117
CF 10 11 4 -834.29906123 117
CF 10 12 0 -847.72308258 119
CF 10 12 1 -843.48424656 119
CF 10 12 2 -843.47715545 119
CF 10 12 3 -843.39246886 119
CF 10 12 4 -846.26382018 119
CF 10 13 0 -863.76887477 121
CF 10 13 1 -858.87792089 121
CF 10 13 2 -859.03896236 121
CF 10 13 3 -859.77874944 121
CF 10 13 4 -860.58407004 121
CF 10 14 0 -875.58961358 123
CF 10 14 1 -868.84874701 123
CF 10 14 2 -870.98663144 123
CF 10 14 3 -872.12589045 123
CF 10 14 4 -871.23516898 123
CF 10 15 0 -886.80830370 125
CF 10 15 1 -882.97306120 125
CF 10 15 2 -883.10251161 125
CF 10 15 3 -867.34695239 123
CF 10 15 4 -869.81164857 123
CF 10 16 0 -883.75383726 125
CF 10 16 1 -880.52750060 125
CF 10 16 2 -880.23464004 125
CF 10 16 3 -880.35105755 125
CF 10 16 4 -877.74108462 125
CF 10 17 0 -898.33575152 127
CF 10 17 1 -893.06102278 127
CF 10 17 2 -891.97225984 127
CF 10 17 3 -884.91831945 125
CF 10 17 4 -885.76022505 125
CF 10 18 0 -898.64829329 127
CF 10 18 1 -896.10508016 127
CF 10 18 2 -895.02260107 127
CF 10 18 3 -898.49616481 127
CF 10 18 4 -901.31232534 127
CF 10 19 0 -916.25153013 129
CF 10 19 1 -912.04849061 129
CF 10 19 2 -911.38816846 129
CF 10 19 3 -912.50844340 129
CF 10 19 4 -912.12438699 129
CF 10 20 0 -928.39354885 131
CF 10 20 1 -923.45922468 131
