LAMMPS data file via write_data, version 2 Aug 2023, timestep = 87000, units = metal

99 atoms
5 atom types

0 11.205755241092 xlo xhi
0 11.205755241092 ylo yhi
0 11.205755241092 zlo zhi
0 0 0 xy xz yz

Masses

1 28.0855
2 15.999
3 12.011
4 1.00784
5 18.998

Atoms # atomic

50 2 0.5890391961609228 1.9834138181704541 1.9259368759634679 -3 0 -1
40 2 3.7249011042397906 0.020519254887661233 1.399054704206506 -3 0 0
2 2 2.0129009082288314 1.448926672344614 4.213413795221101 1 1 0
98 1 3.354097959998187 1.4455666344143425 4.915405835067466 -2 3 -1
29 2 4.242956652547301 0.9627886111764674 3.5314235791905157 -2 -1 1
33 1 0.7439314737080327 0.9934123063620005 3.1349620433985046 2 -2 1
11 2 3.7969808866963977 2.970561420341134 5.31360148236491 1 2 1
18 1 4.3023526568153265 3.379808551087624 6.9564377734004035 0 -1 -2
74 2 3.811917760140472 0.5059282208240465 6.093509195640712 0 -2 1
81 2 3.422386058970204 2.8332682389380186 8.275072637070448 1 -2 0
90 1 3.492051233266056 2.7031205451118017 9.824056166077321 0 -3 -1
22 2 3.153507018467714 0.9587037838774966 10.19201624640836 -2 0 -2
4 2 4.891695339612785 3.18765096193499 10.52800639466129 -2 0 0
71 2 2.3630791813326035 3.454248168049216 10.690671116164705 -2 1 0
1 2 1.9395443888397284 6.1387632742432325 1.8779521621885988 0 -1 -1
12 1 3.2271048563529865 6.416809299748363 1.1963177971422232 2 1 2
34 2 4.368595110959641 4.969177027342191 1.1576452663766053 -2 -3 0
66 1 5.4403181587946055 4.435570827484309 0.27159281068408747 0 1 1
99 2 0.326149902704427 5.172591453460906 0.03320884939519772 -1 -1 2
14 2 2.5952119120528807 5.623233930875057 4.425964071279107 -1 0 0
70 1 1.4640645578647544 6.449675135229876 3.7071461825343572 3 -2 2
76 2 4.353506153459482 5.057633757507855 6.633881681080496 -1 1 -1
46 1 2.928688004441135 5.664835308345727 5.955899165916871 -1 0 0
55 2 1.715645248291423 5.330140098412025 6.966815308898756 1 0 -2
23 1 0.31721204510993783 4.448973817173525 7.207081401707741 0 0 -2
78 2 3.559512699623842 7.398225011532169 5.916155530405038 0 0 2
85 2 3.131770510097455 7.073175552280314 10.727241785058043 1 0 -2
51 2 0.37740328661293543 4.037587554966377 8.630842955627713 1 -1 -3
62 1 0.6370516889076678 3.9175351089128467 10.217637624277916 2 -2 0
13 2 4.484965559393828 7.7599889040410295 1.85239504555188 0 -1 0
57 2 1.2213935719080833 10.359593915148674 2.6440474217071865 1 -1 -1
58 2 1.4475894465152708 8.247097848001882 3.7750848299310813 0 -2 2
30 2 3.277376944847484 9.839249112400587 3.936929401761763 -1 2 -2
84 1 1.7136344325740018 9.690070404712982 4.109854204315305 1 0 0
38 1 5.059538813467091 7.7672518167285265 5.532440712188184 0 -1 -1
88 1 4.306154506416167 10.69863190572425 2.9393923090739986 1 0 0
56 2 0.9190754864083343 10.074518804489358 5.646557792931147 3 -1 2
68 1 5.184455643103962 10.90519254798442 6.4357175921764025 -2 -3 0
67 2 5.374845808437595 9.595530292971404 5.758226665536895 -2 0 -1
73 2 4.5514350842526285 8.438296362709004 8.97779497748051 0 -1 -2
92 1 3.0216436954233346 8.327834389944213 9.743549652619231 0 -1 2
24 2 1.563351421004653 8.382185912671865 8.747537768374201 0 0 0
89 2 5.336202514664792 10.452089311666429 10.585475619374892 1 -1 0
6 2 2.7741924836784633 9.643903962612578 10.59557116155803 -1 -1 0
80 1 3.837332401232196 10.992572172801909 11.02945295684707 -1 0 -2
28 1 5.596763553992309 9.654647436205241 9.09861576286456 1 0 -1
77 2 9.85788085672958 0.6661227980418329 0.7670485363693762 1 2 -1
59 1 10.362359531444808 2.020644534037093 1.0516667782749507 -1 -1 -1
96 1 7.465104338915309 2.505573707859564 1.610254460792406 0 -1 0
95 2 7.319967768921424 1.1558727312189088 0.653692614610376 0 -3 0
61 2 9.160111963316758 2.9970594924201097 1.6720574232304253 -1 -2 -1
49 1 8.39555079167796 0.05457900671642404 0.08278956517418581 -1 4 0
35 2 6.964137157153872 2.139797450434877 3.2988855728145796 1 0 0
17 1 7.496919509692151 1.1675545217495786 4.41634331081769 1 0 -1
69 2 8.785264611506285 1.789717521129969 5.142360443904895 -2 0 0
20 2 10.414015748659887 0.6118021866787695 3.6448484195921993 -1 1 -1
75 2 6.399411320974494 0.7584472274096175 5.501370560855739 0 4 0
25 2 10.516089814047396 0.7420193250605548 6.699469840222305 -1 1 0
65 1 9.876233295797475 2.048744268820183 6.147305184874589 -1 0 0
87 2 8.651445828505883 2.5700455889161917 7.465049174421709 0 -1 1
5 1 7.2806387585899355 3.461015379514556 7.457009790954195 1 -1 0
32 2 5.98713865051638 2.630261709649099 7.084251057563707 1 -2 -5
54 2 11.035246354029779 3.061887794554446 6.260143106507377 -2 0 -1
91 2 10.959878076728256 2.6336070150425672 10.729136432190707 1 1 2
82 2 8.537180936128967 0.12479825683968428 9.555863545765574 -2 1 -2
83 2 6.586107859809308 3.773753179872674 1.2344793908256892 2 -2 1
27 2 11.163525175568083 6.429868624359625 4.544056536937015 0 0 -1
37 2 5.608449466014753 7.443284337860188 4.07999316796375 2 -2 0
26 1 7.455024698438085 6.33100560381987 6.834386312938986 -2 1 -1
93 2 10.264954595276734 5.453398136573456 6.977017001947784 -2 4 0
47 2 6.2574664763320715 7.085534171489298 6.658534791390723 -1 3 -1
86 2 7.520282402532306 4.78908836460105 6.541381359946369 2 0 2
72 1 10.408366979436423 6.802726421823922 5.797639195346928 -3 -2 0
44 2 7.769115770361052 6.554975200997064 8.341058316789603 -1 -2 1
45 2 8.54096328452004 7.1584671934619735 5.752505180702712 -1 0 -1
31 2 8.731855348999197 5.226722848892433 10.751643634295853 0 -3 3
3 1 7.46912177153632 5.381935610780145 9.806715259679326 1 -2 1
9 2 6.096891360306964 5.730324357373892 10.580540624537011 1 1 -2
43 1 10.036922425942386 6.314956212103978 10.847504852541768 -2 0 1
64 2 10.679354894182914 6.562974626622185 9.39168376696286 -3 -2 -2
79 2 7.2310709169338585 3.902866272271734 9.104293972020406 -3 -1 1
53 1 8.568328948910882 8.554866631942156 1.2334408843945712 -2 0 0
60 2 9.60988771542332 9.19506470977514 2.250127716171998 1 -3 -2
21 2 7.214723701391651 7.689078911212911 1.9891174745877314 0 -1 2
41 2 8.047801737636972 9.783918192790347 0.4028851863214877 0 -2 -1
97 2 5.683978224309329 9.849857550232281 2.7100140105599215 0 -3 1
10 1 5.798999267788265 8.218778035292765 2.5246718460054467 1 1 0
52 2 9.600060844096703 7.5455465327401265 0.6247099674088572 -2 -1 2
8 1 9.366226688036576 10.354923040925788 3.600221323806708 0 -1 1
48 2 9.93333893843929 9.577002473266205 4.852589004782532 1 3 -1
19 2 7.902032347112735 11.139905748438972 3.6635454838039037 -2 -1 1
42 2 9.019885682081986 9.88024687207899 7.221978634276432 -2 0 1
39 1 10.619062169618557 10.151291137031786 6.116581017993597 1 -3 -2
16 2 10.955077666261325 8.070727570730215 6.840775774842654 -2 -2 -2
36 2 5.642525955372516 10.997269819582106 8.027831573623534 0 -1 -3
7 2 10.053124526890384 9.348156701497297 9.342564614779006 0 -1 -1
63 2 7.05835107650493 9.183265634289011 8.927517051889541 -1 1 2
15 1 8.702779285907956 9.935261106809627 8.775160010801457 0 -2 -1
94 1 11.166588800917877 8.264683607544924 8.49236173577707 0 0 0

Velocities

50 -6.238788291788103 4.960720655770736 -8.287692698367142
40 -1.267928188939504 6.03271968857239 -18.677432553639076
2 7.693878054135693 -5.571497391780508 11.294974906109871
98 -3.029838192549312 -6.0373035504706625 -9.200643185377832
29 -1.45827068037596 -22.791460850664834 -17.915944005274895
33 -5.7929763004893315 -10.391543617561764 1.2424678421150652
11 5.548892307354393 13.390822277321938 19.343629289222825
18 4.310085945786877 3.074692321751963 -14.606256763900733
74 5.605621878580203 -1.6601347170308105 7.36406860463172
81 -4.18133744488132 -14.922697117633609 21.355920657812337
90 3.188782851697812 4.423272895866436 -6.269765538367813
22 4.630342098389526 12.52855189555178 6.7129348073601065
4 -17.378490461325192 -23.67654005488612 -14.704842159873849
71 0.017339157435100085 -2.3848401381884288 2.3527298681722266
1 -16.274617997535536 -4.274715634872832 -2.324068926401253
12 11.864959483697856 10.541290343661483 -4.013365985792653
34 7.234140478307138 -12.981732636290433 -0.9432426928599572
66 3.1408800861484965 9.085709499147876 -0.16960794784080546
99 6.3003757528937525 -3.8382295251777316 6.22754019520258
14 -0.11928649720380285 -1.2741784128907292 -0.7679118066854768
70 -8.304370089590696 -2.498612744387323 4.948582429164817
76 10.557495622228304 -11.466908573865412 8.822864573252522
46 -0.053261394268783464 3.878334470954437 -4.763765189317
55 -2.1128609919741104 2.8957440812711748 7.218448699373171
23 -5.910390264639391 -4.629278728550261 5.04578216033306
78 -10.781119074201442 8.528134657587941 3.6005129086004195
85 -8.660637945646217 -19.986952133886724 12.975261361564263
51 12.256250731312601 0.15425283287708946 -12.353176065058795
62 -2.9121279265593647 -3.1196731802297504 -0.2836745892607407
13 -2.6860277040278877 -1.0719167888700063 2.1933452171165513
57 6.739239798414781 2.1319186316742518 10.291578687028485
58 0.26213328544063813 -4.102423037849132 1.1072262233917363
30 0.7133389556338519 4.1506297536216525 -2.749367505433094
84 -3.6629733756500937 7.928055296422988 -3.236771342668402
38 6.162805153251548 5.3776593909759 3.81786800402817
88 0.03924336183897432 6.627185544021762 13.15520989367596
56 18.539706618117634 0.6596800522211234 -8.410348043754981
68 2.032644230614553 -6.739535632619549 -14.397825396876666
67 0.5646915193435063 19.72779265695569 10.349724608136137
73 17.924716728984745 -3.5028705047330218 -18.145995755678644
92 -14.965290757217991 8.108413669955134 -13.298820776211166
24 9.884479964062553 -1.7027033396431712 10.337891257449913
89 -12.245403146438425 0.8373487668742163 2.308635635485572
6 -2.56648101477138 -1.1161809044970563 4.430320805166782
80 9.673560335114097 -4.012953691235058 1.9409584673806988
28 7.7467157496427 3.736418851537604 7.546714058592163
77 -3.9734174591026896 -1.6928370903984864 -5.864484206909566
59 9.803277153255644 -5.615212429862607 -1.709991906200629
96 1.6006006357154476 -0.7149545255359903 10.523591948232806
95 -5.001386404267292 3.854280484447273 -3.942321798063282
61 -20.99664613482311 10.857988510035458 2.732800803245065
49 3.763989525705253 -5.302332874234753 10.988261251100967
35 -4.34566794639822 12.0048992048633 -13.593924501122823
17 6.598014769716989 12.087942930533957 0.09837053054978365
69 -2.8309991647349046 -5.192750580527166 10.290007967081962
20 0.12111701773360545 1.1415447569600676 -4.254995992698591
75 -19.512939373775026 -17.76726019017705 18.466975632745417
25 -3.502035034428308 27.60810568461032 3.2065324252336365
