CF 10 1 0 -748.98672064 101
CF 10 1 1 -743.21257565 101
CF 10 1 2 -744.63864615 101
CF 10 1 3 -743.31049721 101
CF 10 1 4 -731.78771934 99
CF 10 2 0 -748.92645261 101
CF 10 2 1 -743.94954735 101
CF 10 2 2 -743.89645890 101
CF 10 2 3 -730.00476869 99
CF 10 2 4 -728.77230446 99
CF 10 3 0 -742.99634592 101
CF 10 3 1 -736.61695062 101
CF 10 3 2 -736.36682050 101
CF 10 3 3 -738.04833307 101
CF 10 3 4 -738.98950736 101
CF 10 4 0 -760.58031459 103
CF 10 4 1 -755.42335420 103
CF 10 4 2 -753.85811394 103
CF 10 4 3 -753.81041829 103
CF 10 4 4 -752.25705588 103
CF 10 5 0 -766.96879127 105
CF 10 5 1 -759.85467362 105
CF 10 5 2 -763.17897461 105
CF 10 5 3 -764.35574867 105
CF 10 5 4 -764.17547314 105
CF 10 6 0 -780.82018157 107
CF 10 6 1 -775.68313267 107
CF 10 6 2 -773.64906096 107
CF 10 6 3 -775.10366219 107
CF 10 6 4 -776.49454774 107
CF 10 7 0 -791.03146234 109
CF 10 7 1 -784.16098224 109
CF 10 7 2 -783.55264538 109
CF 10 7 3 -784.88155634 109
CF 10 7 4 -787.09606902 109
CF 10 8 0 -799.51371060 111
CF 10 8 1 -786.32491863 111
CF 10 8 2 -793.04912004 111
CF 10 8 3 -792.23202078 111
CF 10 8 4 -793.88818202 111
CF 10 9 0 -811.73618566 113
CF 10 9 1 -799.17895200 113
CF 10 9 2 -803.90863316 113
CF 10 9 3 -806.67787707 113
CF 10 9 4 -801.37886874 113
CF 10 10 0 -817.28636699 115
CF 10 10 1 -815.20036877 115
CF 10 10 2 -800.22072981 113
CF 10 10 3 -800.59427684 113
CF 10 10 4 -799.14022030 113
CF 10 11 0 -812.98957468 115
CF 10 11 1 -804.86601091 115
CF 10 11 2 -808.34476460 115
CF 10 11 3 -810.95762885 115
CF 10 11 4 -808.77375364 115
CF 10 12 0 -823.27787858 117
CF 10 12 1 -817.93751896 117
CF 10 12 2 -820.49554251 117
CF 10 12 3 -820.87054558 117
CF 10 12 4 -811.02402604 117
CF 10 13 0 -825.58990465 119
CF 10 13 1 -818.10892092 119
CF 10 13 2 -815.98479578 119
CF 10 13 3 -819.30634383 119
CF 10 13 4 -823.10691538 119
CF 10 14 0 -837.27961635 121
CF 10 14 1 -828.43622930 121
CF 10 14 2 -834.25594781 121
CF 10 14 3 -826.37456203 121
CF 10 14 4 -825.81372942 121
CF 10 15 0 -838.57012582 123
CF 10 15 1 -839.63669792 123
CF 10 15 2 -843.81966892 123
CF 10 15 3 -843.30694489 123
CF 10 15 4 -842.83736016 123
CF 10 16 0 -851.85852836 125
CF 10 16 1 -850.07986062 125
CF 10 16 2 -855.55529477 125
CF 10 16 3 -857.08459383 125
CF 10 16 4 -853.43706070 125
CF 10 17 0 -865.13031554 127
CF 10 17 1 -867.24409547 127
CF 10 17 2 -870.77361477 127
CF 10 17 3 -851.30938990 123
CF 10 17 4 -846.40947085 123
CF 10 18 0 -859.83212783 125
CF 10 18 1 -858.31959508 125
CF 10 18 2 -859.97387960 125
CF 10 18 3 -855.41872876 125
CF 10 18 4 -848.16327657 124
CF 10 19 0 -863.08685969 126
CF 10 19 1 -857.99951820 126
CF 10 19 2 -861.76782752 126
